_id,ltable_id,rtable_id,ltable_Name,ltable_Sale Price,ltable_Category,ltable_Author,ltable_ISBN10,ltable_Pages,ltable_Publisher,ltable_Language,ltable_Dimensions,ltable_Weight,ltable_Rating,rtable_Name,rtable_Sale Price,rtable_Category,rtable_Author,rtable_ISBN10,rtable_Pages,rtable_Publisher,rtable_Language,rtable_Dimensions,rtable_Weight,rtable_Rating,gold_labels
863,1444,814,Worth Dying For Jack Reacher,8.23,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440246296,544.0,Dell; Reprint edition ,English,4.2 x 1.3 x 7.5 inches,10.4 ounces,4.5,WORTH DYING FOR,8.23,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 7680 >  > in > Books > # > 693 >  > in > Books > Literature & Fiction > # > 128 >  > in > Books > Literature & Fiction > General","CHILD, LEE",246295,544.0,Random House,English,7.40 x 4.10 x 1.50 Inches,,,1
870,1448,2272,"A Storm of Swords A Song of Ice and Fire, Book 3",8.15,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055357342X,1216.0,Bantam ,English,4.1 x 1.9 x 6.9 inches,1.2 pounds,4.7,STORM OF SWORDS MTI,8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"MARTIN, GEORGE R.R.",034554398X,1216.0,Random House,English,7.00 x 4.25 x 2.00 Inches,,,0
880,1476,760,The Spy Who Came in from the Cold,13.33,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John le Carré,143124757,240.0,Penguin Books; Reprint edition ,English,5.5 x 0.6 x 8.2 inches,7.8 ounces,4.4,The Spy Who Came in from the Cold ,13.33,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage",John le Carr,3124754,240.0,Penguin BooksPenguin Publishing Group,English,,,,1
886,1479,627,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,"Merry Christmas, Alex Cross",7.86,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson,5544958,320.0,Grand Central Publishing,English,,,5.0,0
890,1479,952,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,"Alex Cross, Run",8.52,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 2654 >  > in > Books > # > 203 >  > in > Books > Literature & Fiction > # > 35 >  > in > Books > Literature & Fiction > General",James Patterson,6571846,416.0,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,,0
891,1479,1105,Cross the Line Alex Cross,6.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585327,400.0,Vision ,English,4.2 x 1 x 7.6 inches,8.2 ounces,4.5,Four Blind Mice (Alex Cross),7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 6823 >  > in > Books > # > 604 >  > in > Books > Literature & Fiction > # > 111 >  > in > Books > Literature & Fiction > General",James Patterson,6613262,416.0,Grand Central Publishing,English,6.75 x 4.25 x 1.12 Inches (US),,,0
898,1487,985,"Blood Rites The Dresden Files, Book 6",9.99,"Books > Mystery, Thriller & Suspense > Mystery",Jim  Butcher,9.78E+12,372.0,Roc; 1rst Printing edition ,English,4.2 x 1 x 7.5 inches,6.4 ounces,4.7,Blood Rites,9.94,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,Jim Butcher,145987X,464.0,RocPenguin Publishing Group,English,7.50 x 4.20 x 1.00 Inches (US),,5.0,0
915,1514,305,The Lost Plot The Invisible Library Novel,10.2,Books > Science Fiction & Fantasy > Fantasy,Genevieve Cogman,039958742X,384.0,Ace ,English,5.4 x 1 x 8.2 inches,10.9 ounces,4.6,The Lost Plot,10.2,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Time Travel,Genevieve Cogman,039958742X,384.0,AcePenguin Publishing Group,English,,,,1
916,1515,178,"No Game No Life, Vol. 6 - light novel Paperback ",12.76,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385263,240.0,Yen On ,English,5.5 x 0.6 x 8.4 inches,7.8 ounces,4.7,No Game No Life 2,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385174,192.0,Yen PressYen On,English,,,,0
918,1515,2205,"No Game No Life, Vol. 6 - light novel Paperback ",12.76,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385263,240.0,Yen On ,English,5.5 x 0.6 x 8.4 inches,7.8 ounces,4.7,No Game No Life,12.71,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,316385263,240.0,Yen PressYen On,,,,,0
923,1533,1086,The Perfect Stranger,9.28,Books > Literature & Fiction > Genre Fiction,Megan Miranda,150110800X,368.0,Simon & Schuster; Reprint edition ,English,5.5 x 0.9 x 8.4 inches,10.4 ounces,4.0,The Perfect Stranger,6.99,Books > Literature & Fiction > Fiction > Contemporary Women,Megan Miranda,1107999,352.0,Simon &amp; Schuster,English,228.60 x 6.00 x 25.40 Millimeters,,,1
925,1536,1204,The Sword of Shannara Trilogy Hardcover ,25.19,Books > Literature & Fiction > Action & Adventure,Terry Brooks,345453751,1200.0,Del Rey; 1st edition ,English,6.7 x 2.1 x 9.6 inches,3.6 pounds,4.4,The Sword of Shannara Trilogy,25.86,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 7088 >  > in > Books > # > 632 >  > in > Books > Literature & Fiction > # > 55 >  > in > Books > Literature & Fiction > Fantasy,"Brooks, Terry",5453756,1191.0,Random House Inc,English,6.75 x 9.50 x 2.00 Inches,,3.0,1
926,1538,1431,Cibola Burn The Expanse,13.43,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,316334685,624.0,Orbit; Reprint edition ,English,6 x 1.6 x 9.2 inches,1.4 pounds,4.4,Cibola Burn,15.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,James S. A. Corey,6334685,624.0,Orbit,English,9.25 x 6.00 x 1.62 Inches (US),,,1
931,1549,1673,Sword Art Online 12 light novel,9.8,Books > Teen & Young Adult > Literature & Fiction,Reki Kawahara,316390453,216.0,Yen On ,English,5.5 x 0.6 x 8.2 inches,7.7 ounces,4.8,Sword Art Online 10,10.47,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Abec Kawahara, Reki Paul, Stephen",6390430,231.0,Yen Pr,English,5.50 x 8.50 x 1.00 Inches,,,0
935,1553,100,Heartbreak Hotel,9.92,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jonathan Kellerman,345541456,416.0,Ballantine Books; Reprint edition ,English,4.2 x 1 x 7.6 inches,7.7 ounces,4.1,HEARTBREAK HOTEL,9.4,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","KELLERMAN, JONATHAN",345541456,416.0,Random House,English,7.60 x 4.20 x 1.00 Inches (US),,,1
943,1582,84,The Lands of Ice and Fire A Game of Thrones,30.07,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,345538544,,Bantam; Media Tie In edition ,English,9.1 x 1.6 x 12 inches,3 pounds,4.2,A Game of Thrones,22.71,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 1596 >  > in > Books > # > 104 >  > in > Books > Literature & Fiction > # > 14 >  > in > Books > Literature & Fiction > Fantasy,"Martin, George R. R.",3103540,694.0,Random House Inc,English,9.75 x 6.50 x 1.75 Inches,,5.0,0
945,1582,1429,The Lands of Ice and Fire A Game of Thrones,30.07,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,345538544,,Bantam; Media Tie In edition ,English,9.1 x 1.6 x 12 inches,3 pounds,4.2,A Game of Thrones,22.66,Books > Literature & Fiction > Fiction > Action & Adventure,"Martin, George R. R.",3808049,880.0,Random House Inc,English,10.00 x 7.00 x 2.25 Inches,,,0
946,1582,2039,The Lands of Ice and Fire A Game of Thrones,30.07,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,345538544,,Bantam; Media Tie In edition ,English,9.1 x 1.6 x 12 inches,3 pounds,4.2,A Game of Thrones,33.07,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Martin, George R. R.",307913090,,Random House,English,6.00 x 5.25 x 2.50 Inches,,5.0,0
951,1594,1117,Collision Point,6.47,Books > Literature & Fiction > United States,Lora Leigh,1250110327,336.0,St. Martin's Paperbacks ,English,4.4 x 0.9 x 6.9 inches,5.6 ounces,4.0,Collision Point ,7.99,Books > Literature & Fiction > Fiction > Romance > Military,Lora Leigh,1250110327,350.0,St. Martin's PressSt. Martin's Paperbacks,,,,,1
953,1596,2194,Tom Clancy Power and Empire A Jack Ryan Novel,16.76,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Marc Cameron,735215898,592.0,G.P. Putnam's Sons; First Edition edition ,English,6.2 x 1.8 x 9.3 inches,1.8 pounds,4.1,Tom Clancy Power and Empire,20.56,Books > Literature & Fiction > Fiction > War & Military,"Cameron, Marc",525524215,737.0,Random House Inc,English,9.25 x 6.25 x 1.00 Inches,,,0
954,1599,355,The Silent Corner,9.99,Books > Literature & Fiction > Action & Adventure,Dean Koontz,345546792,576.0,Bantam; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,10.7 ounces,4.4,SILENT CORNER,8.2,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","KOONTZ, DEAN",345546792,576.0,Random House,English,7.50 x 4.20 x 1.20 Inches (US),,,1
970,1612,392,"Night Shift A Novel of Midnight, Texas",8.18,"Books > Mystery, Thriller & Suspense > Mystery",Charlaine Harris,425263231,400.0,Ace ,English,4.2 x 1 x 7.5 inches,8.8 ounces,4.7,Night Shift,8.18,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,Charlaine Harris,5263231,400.0,AcePenguin Publishing Group,English,7.50 x 4.25 x 1.04 Inches (US),,,1
978,1640,516,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 9 light novel",11.97,Books > Teen & Young Adult > Literature & Fiction,Fujino Omori,316562645,272.0,Yen On ,English,5.5 x 0.8 x 8.2 inches,11.2 ounces,4.4,Is It Wrong to Try to Pick Up Girls in a Dungeon?,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Humorous,Fujino Omori,6318160,240.0,Yen PressYen On,English,,,,0
981,1640,1254,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 9 light novel",11.97,Books > Teen & Young Adult > Literature & Fiction,Fujino Omori,316562645,272.0,Yen On ,English,5.5 x 0.8 x 8.2 inches,11.2 ounces,4.4,Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,10.85,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Humorous,Fujino Omori,6318181,256.0,Yen PressYen On,,,,,0
1003,1694,1402,Re,11.97,Books > Teen & Young Adult > Science Fiction & Fantasy,Tappei Nagatsuki,316315303,240.0,Yen On ,English,5.5 x 0.8 x 8.5 inches,9.1 ounces,4.7,Re,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Tappei Nagatsuki,6315306,240.0,Yen PressYen On,,,,,1
1004,1700,143,Rule of Two Star Wars,7.19,Books > Literature & Fiction > Action & Adventure,Drew Karpyshyn,345477499,352.0,Del Rey; Reprint edition ,English,4.2 x 1 x 6.9 inches,7.2 ounces,4.5,Star Wars,7.08,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure > Best seller ranking: > # > 8428 >  > in > Books > # > 760 >  > in > Books > Literature & Fiction > # > 48 >  > in > Books > Literature & Fiction > Science Fiction,"Karpyshyn, Drew",345511573,319.0,Random House,English,7.00 x 4.25 x 1.00 Inches,,5.0,0
1006,1700,1195,Rule of Two Star Wars,7.19,Books > Literature & Fiction > Action & Adventure,Drew Karpyshyn,345477499,352.0,Del Rey; Reprint edition ,English,4.2 x 1 x 6.9 inches,7.2 ounces,4.5,Star Wars Darth Bane Path of Destruction,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 7461 >  > in > Books > # > 672 >  > in > Books > Literature & Fiction > # > 42 >  > in > Books > Literature & Fiction > Science Fiction,"Karpyshyn, Drew",5477379,416.0,Random House,English,7.25 x 4.50 x 1.25 Inches,,,0
1011,1713,2157,Silence Fallen A Mercy Thompson Novel,7.99,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,425281280,352.0,Ace; Reprint edition ,English,4.2 x 0.9 x 6.8 inches,5.8 ounces,4.7,SILENCE FALLEN,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Patricia Briggs,425281280,352.0,AcePenguin Publishing Group,,,,,1
1013,1715,408,The Dark Tower V,8.99,Books > Literature & Fiction > Genre Fiction,Stephen King,141651693X,960.0,Pocket Books; First Edition edition ,English,4.1 x 1.5 x 7.5 inches,15.2 ounces,4.6,The Dark Tower V ,9.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy > Best seller ranking: > # > 6600 >  > in > Books > # > 574 >  > in > Books > Literature & Fiction > # > 45 >  > in > Books > Literature & Fiction > Fantasy,Stephen King,141651693X,960.0,Pocket Books,English,190.50 x 104.78 x 1.50 Millimeters,,5.0,1
1021,1718,178,"No Game No Life, Vol. 5 - light novel Paperback ",11.97,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385239,208.0,Yen On ,English,5.5 x 0.5 x 8.2 inches,7.8 ounces,4.8,No Game No Life 2,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385174,192.0,Yen PressYen On,English,,,,0
1023,1718,2205,"No Game No Life, Vol. 5 - light novel Paperback ",11.97,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385239,208.0,Yen On ,English,5.5 x 0.5 x 8.2 inches,7.8 ounces,4.8,No Game No Life,12.71,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,316385263,240.0,Yen PressYen On,,,,,0
1030,1733,1875,The Charm School Paperback ,10.87,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Nelson DeMille,1538744287,800.0,Grand Central Publishing; Reissue edition ,English,5.2 x 2.2 x 8 inches,1.4 pounds,4.6,The Charm School,8.38,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage",Nelson DeMille,6353205,640.0,Grand Central Publishing,English,6.67 x 4.12 x 1.25 Inches (US),,,1
1032,1745,1238,Sojourn,7.19,Books > Literature & Fiction > Action & Adventure,R.A. Salvatore,786940077,346.0,Wizards of the Coast; 1st edition ,English,4.2 x 0.9 x 6.9 inches,6.4 ounces,4.7,Sojourn,7.19,"Books > Children's Books > Science Fiction, Fantasy & Magic","Salvatore, R. A.",6940071,346.0,Wizards of the Coast,English,7.00 x 4.25 x 1.00 Inches,,,1
1033,1748,1174,"Sword Art Online, Vol. 2",10.93,Books > Literature & Fiction > World Literature,Reki Kawahara,316376817,256.0,Yen On ,English,5.8 x 0.8 x 8.2 inches,10.6 ounces,4.6,Sword Art Online Progressive The Novel 2,12.53,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Reki Kawahara,6342172,256.0,Yen PressYen On,English,,,,1
1035,1748,1673,"Sword Art Online, Vol. 2",10.93,Books > Literature & Fiction > World Literature,Reki Kawahara,316376817,256.0,Yen On ,English,5.8 x 0.8 x 8.2 inches,10.6 ounces,4.6,Sword Art Online 10,10.47,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Abec Kawahara, Reki Paul, Stephen",6390430,231.0,Yen Pr,English,5.50 x 8.50 x 1.00 Inches,,,0
1036,1748,1928,"Sword Art Online, Vol. 2",10.93,Books > Literature & Fiction > World Literature,Reki Kawahara,316376817,256.0,Yen On ,English,5.8 x 0.8 x 8.2 inches,10.6 ounces,4.6,Sword Art Online The Novel 8,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Reki Kawahara,639041X,288.0,Yen PressYen On,English,,,,0
1048,1795,983,The Fix Memory Man series,8.1,Books > Literature & Fiction > Action & Adventure,David Baldacci,1455586587,528.0,Vision ,English,4.2 x 1.1 x 7.6 inches,9.1 ounces,4.5,Memory Man,11.1,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",David Baldacci,147896121X,,Hachette AudioGrand Central Publishing,English,5.75 x 5.25 x 1.00 Inches (US),,,0
1049,1798,634,The Fate of the Tearling,10.87,Books > Science Fiction & Fantasy > Fantasy,Erika Johansen,62290444,496.0,Harper Paperbacks; Reprint edition ,English,5.3 x 1.1 x 8 inches,12.8 ounces,3.4,The Fate of the Tearling,15.07,Books > Literature & Fiction > Fiction > Literary,"Johansen, Erika",229042X,478.0,HarperCollins,English,9.25 x 6.25 x 1.75 Inches,,,1
1054,1813,116,One Year After,6.98,Books > Science Fiction & Fantasy > Science Fiction,William R. Forstchen,765376717,448.0,Forge Books; Reprint edition ,English,4.3 x 1.2 x 7.5 inches,9.1 ounces,4.4,ONE SECOND AFTER,9.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 1195 >  > in > Books > # > 74 >  > in > Books > Literature & Fiction > # > 11 >  > in > Books > Literature & Fiction > General",William R. Forstchen,5356865,528.0,Tom Doherty AssociatesForge Books,English,7.50 x 106.68 x 26.92 Inches (US),,5.0,0
1058,1817,329,Caliban's War The Expanse,11.55,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,9.78E+12,624.0,Orbit; First Edition edition ,English,6 x 1.6 x 9.2 inches,1.6 pounds,4.6,Caliban's War,9.75,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,James S. A. Corey,6129069,624.0,Orbit,English,9.25 x 6.00 x 1.62 Inches (US),,,1
1061,1829,2493,The Andromeda Strain Paperback ,10.84,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Crichton,1101974494,304.0,Vintage; Reprint edition ,English,5.2 x 0.6 x 8 inches,7.8 ounces,4.1,The Andromeda Strain (Paperback),14.31,Books > Literature & Fiction > Fiction > Action & Adventure,"Crichton, Michael",99319519,,,,,,,1
1064,1840,94,Hope to Die Alex Cross,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455515833,416.0,Vision ,English,4.2 x 1.2 x 7.5 inches,6.4 ounces,4.6,HOPE TO DIE,10.62,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 1660 >  > in > Books > # > 113 >  > in > Books > Literature & Fiction > # > 22 >  > in > Books > Literature & Fiction > General",James Patterson,5515838,416.0,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,4.0,1
1065,1840,417,Hope to Die Alex Cross,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455515833,416.0,Vision ,English,4.2 x 1.2 x 7.5 inches,6.4 ounces,4.6,Roses Are Red (Alex Cross),7.2,Books > Literature & Fiction > Fiction > Psychological > Best seller ranking: > # > 4176 >  > in > Books > # > 26 >  > in > Books > Mystery & Suspense > # > 14 >  > in > Books > Mystery & Suspense > Thrillers,James Patterson,6605487,400.0,Grand Central Pub Mass Market,English,6.75 x 4.25 x 1.00 Inches,,4.3333,0
1066,1840,522,Hope to Die Alex Cross,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455515833,416.0,Vision ,English,4.2 x 1.2 x 7.5 inches,6.4 ounces,4.6,Cross Country (Alex Cross),9.89,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 5992 >  > in > Books > # > 44 >  > in > Books > Mystery & Suspense > # > 6 >  > in > Books > Mystery & Suspense > Suspense",James Patterson,044653630X,448.0,VisionGrand Central Publishing,English,7.75 x 4.25 x 1.50 Inches (US),,5.0,0
1072,1840,931,Hope to Die Alex Cross,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455515833,416.0,Vision ,English,4.2 x 1.2 x 7.5 inches,6.4 ounces,4.6,"Alex Cross, Run",12.42,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 8336 >  > in > Books > # > 751 >  > in > Books > Literature & Fiction > # > 143 >  > in > Books > Literature & Fiction > General",James Patterson,5521506,432.0,Grand Central Publishing,English,8.00 x 5.25 x 1.12 Inches (US),,,0
1073,1840,952,Hope to Die Alex Cross,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455515833,416.0,Vision ,English,4.2 x 1.2 x 7.5 inches,6.4 ounces,4.6,"Alex Cross, Run",8.52,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 2654 >  > in > Books > # > 203 >  > in > Books > Literature & Fiction > # > 35 >  > in > Books > Literature & Fiction > General",James Patterson,6571846,416.0,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,,0
1074,1840,1105,Hope to Die Alex Cross,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455515833,416.0,Vision ,English,4.2 x 1.2 x 7.5 inches,6.4 ounces,4.6,Four Blind Mice (Alex Cross),7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 6823 >  > in > Books > # > 604 >  > in > Books > Literature & Fiction > # > 111 >  > in > Books > Literature & Fiction > General",James Patterson,6613262,416.0,Grand Central Publishing,English,6.75 x 4.25 x 1.12 Inches (US),,,0
1079,1840,2086,Hope to Die Alex Cross,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455515833,416.0,Vision ,English,4.2 x 1.2 x 7.5 inches,6.4 ounces,4.6,"Mary, Mary (Alex Cross Novels)",7.1,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 7967 >  > in > Books > # > 717 >  > in > Books > Literature & Fiction > # > 103 >  > in > Books > Literature & Fiction > Mystery & Suspense",James Patterson,6619039,435.0,Grand Central Pub Mass Market,English,7.50 x 4.25 x 1.25 Inches,,,0
1094,1860,773,Before They Are Hanged The First Law,12.99,Books > Literature & Fiction > Genre Fiction,Joe Abercrombie,316387355,560.0,Orbit ,English,6 x 1.5 x 9.2 inches,1.4 pounds,4.6,Before They Are Hanged,13.87,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Joe Abercrombie,638735X,560.0,Orbit,English,9.25 x 6.00 x 1.50 Inches (US),,,1
1099,1864,1605,The One Man,6.98,Books > Literature & Fiction > World Literature,Andrew Gross,1250079527,496.0,St. Martin's Paperbacks ,English,4.2 x 1 x 7.5 inches,9.1 ounces,4.6,The One Man,6.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Historical",Andrew Gross,79526,496.0,St. Martin's PressSt. Martin's Paperbacks,English,7.48 x 105.41 x 26.54 Inches (US),,,1
1101,1868,2230,House of Secrets,6.47,Books > Literature & Fiction > Genre Fiction,V.C. Andrews,1501162500,400.0,Pocket Books ,English,4.1 x 1 x 6.8 inches,4.2 ounces,4.1,House of Secrets,6.77,Books > Literature & Fiction > Fiction > Sagas,V.C. Andrews,1501162500,400.0,Pocket Books,English,171.45 x 4.12 x 1.00 Inches,,1.0,1
1104,1877,565,One Second After A John Matherson Novel,9.27,Books > Science Fiction & Fantasy > Science Fiction,William R. Forstchen,765327252,352.0,Forge Books; 1 edition ,English,5.8 x 1 x 9.2 inches,12 ounces,4.5,One Year After,10.85,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",William R. Forstchen,765376725,304.0,Tom Doherty AssociatesForge Books,,235.71 x 6.16 x 20.95 Millimeters,,,0
1108,1887,1385,Red Seas Under Red Skies Gentleman Bastards,8.09,Books > Literature & Fiction > Action & Adventure,Scott Lynch,553588958,760.0,Bantam Spectra; Reissue edition ,English,4.2 x 1.2 x 6.9 inches,13.6 ounces,4.3,Red Seas Under Red Skies,8.09,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 25191 >  > in > Books > # > 37 >  > in > Books > New Releases > # > 34 >  > in > Books > New Releases > New & Noteworthy,"Lynch, Scott",3588951,760.0,Random House,English,6.75 x 4.10 x 1.20 Inches,,,1
1111,1891,1148,Catalyst Star Wars,8.98,Books > Literature & Fiction > Genre Fiction,James Luceno,1101967005,496.0,Del Rey; Media Tie In edition ,English,4.2 x 1 x 7.5 inches,7.7 ounces,4.2,STAR WARS,8.4,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 3193 >  > in > Books > # > 244 >  > in > Books > Literature & Fiction > # > 14 >  > in > Books > Literature & Fiction > Science Fiction,"LUCENO, JAMES",345511298,496.0,,,,,5.0,0
1118,1952,1716,Nemesis Games The Expanse,,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,316334715,576.0,Orbit; Reprint edition ,English,6 x 1.5 x 9.2 inches,1.4 pounds,4.6,Nemesis Games,14.06,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,James S. A. Corey,6334711,576.0,Orbit,English,9.25 x 6.00 x 1.50 Inches (US),,,1
1120,1960,1328,Kenobi,7.99,Books > Literature & Fiction > Action & Adventure,John Jackson Miller,345546849,464.0,Del Rey ,English,4.2 x 1 x 6.9 inches,7.8 ounces,4.2,KENOBI,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"MILLER, JOHN JACKSON",5546845,464.0,Random House,English,7.25 x 4.50 x 1.25 Inches,,,1
1132,2015,417,Jack & Jill Alex Cross,8.0,"Books > Mystery, Thriller & Suspense > Mystery",James Patterson,446604801,480.0,Vision; Reissue edition ,English,4.2 x 1.2 x 6.8 inches,8.8 ounces,4.5,Roses Are Red (Alex Cross),7.2,Books > Literature & Fiction > Fiction > Psychological > Best seller ranking: > # > 4176 >  > in > Books > # > 26 >  > in > Books > Mystery & Suspense > # > 14 >  > in > Books > Mystery & Suspense > Thrillers,James Patterson,6605487,400.0,Grand Central Pub Mass Market,English,6.75 x 4.25 x 1.00 Inches,,4.3333,0
