Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"A Treacherous Curse (A Veronica Speedwell Mystery) Hardcover – January 16, 2018",$16.37 ,"Books > Mystery, Thriller & Suspense > Mystery",Deanna Raybourn,451476174,320 pages,"Berkley (January 16, 2018)",English,6.4 x 1.1 x 9.3 inches,1.1 pounds,4.6 out of 5 stars
"Dark Witch (The Cousins O'Dwyer Trilogy) Mass Market Paperback – January 24, 2017",$5.98 ,Books > Literature & Fiction > United States,Nora Roberts,515152897,352 pages,"Berkley; Reissue edition (January 24, 2017)",English,4.2 x 0.9 x 6.8 inches,5.6 ounces,4.4 out of 5 stars
"Eternal Seas Paperback – March 12, 2018",$16.99 ,Books > Romance > Contemporary,N. Christine Samuelson,150921979X,358 pages,"The Wild Rose Press (March 12, 2018)",English,5 x 0.7 x 8 inches,12.5 ounces,5.0 out of 5 stars
"Words from the Heart (An Amish Letters Novel) Paperback – February 13, 2018",$10.99 ,Books > Christian Books & Bibles > Literature & Fiction,Kathleen Fuller,718082567,320 pages,"Thomas Nelson (February 13, 2018)",English,5.5 x 0.8 x 8.4 inches,9.4 ounces,4.8 out of 5 stars
"Scarlett: The Sequel to Margaret Mitchell's ""Gone With the Wind"" Paperback – September 26, 2007",$14.99 ,Books > Literature & Fiction > Genre Fiction,Alexandra Ripley,446502375,832 pages,"Grand Central Publishing (September 26, 2007)",English,5.4 x 1.5 x 8.1 inches,1.5 pounds,4.3 out of 5 stars
"This Man (A This Man Novel) Paperback – October 22, 2013",$12.29 ,Books > Literature & Fiction > Genre Fiction,Jodi Ellen Malpas,1455578312,480 pages,"Forever (October 22, 2013)",English,5.2 x 1.2 x 8 inches,13.6 ounces,4.2 out of 5 stars
"Silent Sins (Lotus House) Paperback – April 3, 2018",$10.99 ,Books > Literature & Fiction > United States,Audrey Carlan,1943893144,,"Waterhouse Press (April 3, 2018)",English,,1.1 pounds,
"Possession Paperback – October 1, 1991",$11.37 ,Books > Literature & Fiction > Genre Fiction,A. S. Byatt,679735909,576 pages,"Vintage (October 1, 1991)",English,5.1 x 0.9 x 8 inches,1.1 pounds,4.1 out of 5 stars
"Thursdays at Eight: A Romance Novel Mass Market Paperback – November 28, 2017",$4.78 ,Books > Literature & Fiction > Genre Fiction,Debbie Macomber,778330443,384 pages,"MIRA (November 28, 2017)",English,4.2 x 1 x 6.6 inches,6.4 ounces,4.7 out of 5 stars
"Remember the Lilies (Thorndike Press Large Print Christian Historical Fiction) Hardcover – Large Print, August 12, 2015",$29.99 ,Books > Christian Books & Bibles > Literature & Fiction,Liz Tolsma,1410481220,542 pages,"Thorndike Press Large Print; Large Print edition (August 12, 2015)",English,5.8 x 1.2 x 8.5 inches,1.3 pounds,4.3 out of 5 stars
"The Big Book of Orgasms: 69 Sexy Stories Paperback – October 15, 2013",$14.36 ,Books > Literature & Fiction > Short Stories & Anthologies,Lady CheekyRachel Kramer BusselT. Fox Dunham,1573449636,242 pages,"Cleis Press (October 15, 2013)",English,5.2 x 1.2 x 7.2 inches,12.6 ounces,4.2 out of 5 stars
"Jane Eyre (Bantam Classics) Paperback – September 1, 1983",$2.86 ,Books > Literature & Fiction > Classics,Charlotte Bronte,553211404,492 pages,"Bantam Classics (October 1, 1983)",English,4.2 x 0.8 x 6.9 inches,8.8 ounces,4.4 out of 5 stars
"Ese Pervertido y Yo: Una montaña rusa de erotismo (Spanish Edition) (Spanish) Paperback – November 1, 2017",$11.68 ,Books > Literature & Fiction > Erotica,Perla Gizem,1979904235,178 pages,"CreateSpace Independent Publishing Platform (November 1, 2017)",Spanish,5 x 0.4 x 8 inches,6.7 ounces,4.8 out of 5 stars
"More Than Love You (More Than Words) (Volume 3) Paperback – February 13, 2018",$14.99 ,Books > Romance > Contemporary,Shayla Black,1936596474,312 pages,"Shelley Bradley, LLC (February 13, 2018)",English,6 x 0.7 x 9 inches,1.2 pounds,4.8 out of 5 stars
"My Once and Future Duke: The Wagers of Sin Mass Market Paperback – February 27, 2018",$7.99 ,Books > Literature & Fiction > United States,Caroline Linden,62672924,384 pages,"Avon (February 27, 2018)",English,4.2 x 1 x 6.6 inches,5.9 ounces,4.6 out of 5 stars
"Renegade Cowboy (Rocky Mountain Riders) Mass Market Paperback – December 19, 2017",$7.99 ,Books > Literature & Fiction > Genre Fiction,Sara Richardson,1455540811,352 pages,"Forever (December 19, 2017)",English,4.2 x 1.1 x 6.9 inches,5.9 ounces,4.6 out of 5 stars
"The Price of Salt Paperback – December 17, 2014",$8.95 ,Books > Gay & Lesbian > Literature & Fiction,Patricia Highsmith,486800296,256 pages,"Dover Publications; Reprint edition (January 14, 2015)",English,5.5 x 0.8 x 8.2 inches,7.2 ounces,4.3 out of 5 stars
"Wired (Buchanan/FBI) Hardcover – July 4, 2017",$19.06 ,Books > Literature & Fiction > Women's Fiction,Julie Garwood,525954465,320 pages,"Berkley; First Edition edition (July 4, 2017)",English,6.4 x 1.1 x 9.3 inches,1.2 pounds,4.2 out of 5 stars
"At First Sight Mass Market Paperback – June 25, 2013",$8.11 ,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,1455545384,368 pages,"Grand Central Publishing; Reissue edition (June 25, 2013)",English,4.2 x 1 x 6.8 inches,6.4 ounces,4.4 out of 5 stars
"Out of the Darkness (The Finnegan Connection) Mass Market Paperback – January 16, 2018",$5.07 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Heather Graham,1335526161,256 pages,"Harlequin Intrigue (January 16, 2018)",English,4.2 x 0.7 x 6.6 inches,4.6 ounces,4.0 out of 5 stars
"No Other Duke Will Do (Windham Brides) Mass Market Paperback – November 7, 2017",$5.36 ,Books > Literature & Fiction > Genre Fiction,Grace Burrowes,145557001X,368 pages,"Forever (November 7, 2017)",English,4.2 x 1 x 6.8 inches,5 ounces,4.4 out of 5 stars
"The Gift: The Amish of Hart County Paperback – November 7, 2017",$8.26 ,Books > Christian Books & Bibles > Literature & Fiction,Shelley Shepard Gray,62469142,272 pages,"Avon Inspire (November 7, 2017)",English,5.3 x 0.6 x 8 inches,7 ounces,4.6 out of 5 stars
"When Calls the Heart: Hallmark Channel Special Movie Edition (Canadian West) Paperback – October 1, 2013",$11.77 ,Books > Christian Books & Bibles > Literature & Fiction,Janette Oke,076421229X,224 pages,"Bethany House Publishers; Movie ed. edition (October 1, 2013)",English,6.3 x 0.6 x 10.2 inches,8.8 ounces,4.5 out of 5 stars
"Shattered Memories (The Mirror Sisters Series) Mass Market Paperback – October 31, 2017",$7.19 ,Books > Literature & Fiction > Genre Fiction,V.C. Andrews,1476792380,432 pages,"Pocket Books; Reissue edition (October 31, 2017)",English,4.1 x 1 x 6.8 inches,7 ounces,4.4 out of 5 stars
"Flight of the White Wolf Mass Market Paperback – March 6, 2018",$6.47 ,Books > Literature & Fiction > United States,Terry Spear,1492655783,352 pages,"Sourcebooks Casablanca (March 6, 2018)",English,4.2 x 1.1 x 6.8 inches,5.9 ounces,3.9 out of 5 stars
"Shadows in the Night (The Finnegan Connection) Mass Market Paperback – October 17, 2017",$4.31 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Heather Graham,1335721312,256 pages,"Harlequin Intrigue (October 17, 2017)",English,4.2 x 0.6 x 6.6 inches,4.3 ounces,4.2 out of 5 stars
"Beauty's Kingdom: A Novel in the Sleeping Beauty Series Paperback – April 19, 2016",$14.96 ,Books > Literature & Fiction > Erotica,Anne Rice,143108212,448 pages,"Penguin Books; Reprint edition (April 19, 2016)",English,4.8 x 1.1 x 8 inches,12 ounces,4.0 out of 5 stars
"Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia Paperback – June 29, 2010",$8.15 ,Books > Travel > Asia,Elizabeth Gilbert,143118420,352 pages,"Riverhead Books; Reissue edition (June 29, 2010)",English,5.4 x 0.7 x 8.4 inches,9.6 ounces,4.2 out of 5 stars
"The Prophecy (A Titan Novel) (Volume 4) Paperback – March 20, 2018",$13.99 ,Books > Romance > Paranormal,Jennifer L. Armentrout,194759172X,356 pages,"Jennifer L. Armentrout (March 20, 2018)",English,5.2 x 0.9 x 8 inches,1.1 pounds,
"The Sea of Tranquility: A Novel Paperback – June 4, 2013",$14.29 ,Books > Literature & Fiction > Genre Fiction,Katja Millay,1476730946,448 pages,"Atria Books; Reprint edition (June 4, 2013)",English,5.3 x 1.3 x 8.2 inches,12.6 ounces,4.7 out of 5 stars
"Shadowfever (Fever Series Book 5) Mass Market Paperback – August 30, 2011",$7.19 ,Books > Science Fiction & Fantasy > Fantasy,Karen Marie Moning,440244412,704 pages,"Dell; Reprint edition (August 30, 2011)",English,4.2 x 1.5 x 6.9 inches,12 ounces,4.7 out of 5 stars
"Bread of Angels Paperback – June 6, 2017",$9.17 ,Books > Christian Books & Bibles > Literature & Fiction,Tessa Afshar,1496406478,416 pages,"Tyndale House Publishers, Inc. (June 6, 2017)",English,5.3 x 1.1 x 8 inches,2.4 ounces,4.7 out of 5 stars
"Black Obsidian (Volume 1) Paperback – March 7, 2017",$12.35 ,Books > Romance > Contemporary,Victoria Quinn,1543281559,432 pages,"CreateSpace Independent Publishing Platform (March 7, 2017)",English,5.2 x 1 x 8 inches,1.2 pounds,4.6 out of 5 stars
"My Youth Romantic Comedy Is Wrong, As I Expected, Vol. 2 - light novel Paperback – May 23, 2017",$11.97 ,Books > Comics & Graphic Novels > Graphic Novels,Wataru Watari,031639601X,208 pages,"Yen On (May 23, 2017)",English,5.8 x 0.8 x 8.2 inches,13.4 ounces,4.7 out of 5 stars
"Seduction of a Proper Gentleman (Superior Collection) Paperback – Large Print, February 18, 2009",$5.68 ,Books > Literature & Fiction > United States,Victoria Alexander,1597229180,419 pages,"Kennebec Large Print; Large Print edition (February 18, 2009)",English,6 x 0.8 x 8.5 inches,1.1 pounds,3.7 out of 5 stars
"Autoboyography Hardcover – September 12, 2017",$13.29 ,"Books > Reference > Writing, Research & Publishing Guides",Christina Lauren,1481481681,416 pages,"Simon & Schuster Books for Young Readers (September 12, 2017)",English,5.5 x 1.3 x 8.2 inches,1.1 pounds,4.8 out of 5 stars
"Up In Smoke: A King Series Novel Paperback – February 16, 2018",$14.99 ,Books > Romance > Romantic Suspense,T.M. Frazier,1985001209,358 pages,"CreateSpace Independent Publishing Platform (February 16, 2018)",English,5.5 x 0.8 x 8.5 inches,1.2 pounds,4.8 out of 5 stars
"Brooklynaire Paperback – January 22, 2018",$15.00 ,Books > Romance > New Adult & College,Sarina Bowen,1942444540,296 pages,"Rennie Road Books (January 22, 2018)",English,5.2 x 0.7 x 8 inches,14.4 ounces,4.7 out of 5 stars
"Can You Keep a Secret?: A Novel Paperback – March 1, 2005",$12.80 ,Books > Literature & Fiction > Genre Fiction,Sophie Kinsella,385338082,368 pages,"Dial Press Trade Paperback; Reprint edition (March 1, 2005)",English,5.2 x 0.8 x 8.2 inches,10.4 ounces,4.3 out of 5 stars
"Misadventures of a Backup Bride (Misadventures Series) Hardcover – October 17, 2017",$10.99 ,Books > Literature & Fiction > United States,Shayla Black,194389342X,280 pages,"Waterhouse Press (October 17, 2017)",English,6 x 0.8 x 8 inches,9.9 ounces,4.6 out of 5 stars
"The Legend of Nimway Hall: 1750: Jacqueline (Volume 1) Paperback – March 4, 2018",$13.99 ,Books > Romance > Historical,Stephanie Laurens,1925559092,220 pages,"Savdek Management Pty Ltd; 1 edition (March 4, 2018)",English,5.5 x 0.5 x 8.5 inches,12.2 ounces,
"Fatal Chaos (The Fatal Series) Mass Market Paperback – February 27, 2018",$6.47 ,Books > Romance > Contemporary,Marie Force,1335949348,416 pages,"HQN (February 27, 2018)",English,4.2 x 1.1 x 6.6 inches,6.4 ounces,4.9 out of 5 stars
"My Youth Romantic Comedy Is Wrong, As I Expected, Vol. 4 (light novel) Paperback – January 30, 2018",$9.80 ,Books > Comics & Graphic Novels > Manga,Wataru Watari,316318078,208 pages,"Yen On (January 30, 2018)",English,5.5 x 0.6 x 8.2 inches,7 ounces,
"A Walk to Remember Paperback – September 1, 2004",$9.28 ,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,446693804,224 pages,"Grand Central Publishing; Reprint edition (September 1, 2004)",English,5.2 x 0.7 x 8 inches,6.4 ounces,4.5 out of 5 stars
"Rough Ride: A Chaos Novella Paperback – February 13, 2018",$9.99 ,Books > Romance > Contemporary,Kristen Ashley,1945920939,200 pages,"Evil Eye Concepts, Incorporated (February 13, 2018)",English,6 x 0.5 x 9 inches,12.8 ounces,4.2 out of 5 stars
"Archangel's Prophecy (A Guild Hunter Novel) Mass Market Paperback – October 30, 2018",$7.99 ,Books > Science Fiction & Fantasy > Fantasy,Nalini Singh,451491645,368 pages,"Berkley (October 30, 2018)",English,4.2 x 0.9 x 6.8 inches,6.4 ounces,
"Born in Ice (Irish Born Trilogy) Paperback – Deckle Edge, October 1, 2013",$10.91 ,Books > Literature & Fiction > Genre Fiction,Nora Roberts,425266109,400 pages,"Berkley; Reprint edition (October 1, 2013)",English,5.6 x 1 x 8.2 inches,13.6 ounces,4.8 out of 5 stars
"Holiday Wishes: A Heartbreaker Bay Christmas Novella Mass Market Paperback – November 7, 2017",$3.99 ,Books > Literature & Fiction > United States,Jill Shalvis,62463608,128 pages,"Avon Impulse (November 7, 2017)",English,4.2 x 0.3 x 6.6 inches,2.2 ounces,4.4 out of 5 stars
"Explosive Eighteen (Stephanie Plum) Mass Market Paperback – May 15, 2012",$8.70 ,Books > Literature & Fiction > United States,Janet Evanovich,345527739,352 pages,"Bantam; Reprint edition (May 15, 2012)",English,4.2 x 1 x 6.9 inches,4 ounces,4.4 out of 5 stars
"Daisies Are Forever (Thorndike Press Large Print Christian Historical Fiction) Hardcover – Large Print, October 15, 2014",,Books > Christian Books & Bibles > Literature & Fiction,Liz Tolsma,1410471918,508 pages,"Thorndike Press; Large Print edition (October 15, 2014)",English,5.5 x 1 x 8.5 inches,1 pounds,4.3 out of 5 stars
"Dreamfever: Fever Series Book 4 Mass Market Paperback – October 26, 2010",$7.19 ,Books > Science Fiction & Fantasy > Fantasy,Karen Marie Moning,440244404,512 pages,"Dell; Reissue edition (October 26, 2010)",English,4.1 x 1.2 x 6.8 inches,8.8 ounces,4.7 out of 5 stars
"The Taming of the Queen (The Plantagenet and Tudor Novels) Paperback – March 29, 2016",$10.62 ,Books > Literature & Fiction > Genre Fiction,Philippa Gregory,1476758816,496 pages,"Touchstone; Reprint edition (March 29, 2016)",English,5.2 x 1.1 x 8 inches,1.1 pounds,4.4 out of 5 stars
"The House at Saltwater Point (A Lavender Tides Novel) Paperback – July 3, 2018",$13.37 ,Books > Christian Books & Bibles > Literature & Fiction,Colleen Coble,718085809,352 pages,"Thomas Nelson (July 3, 2018)",English,,1.1 pounds,
"The Wedding Dress Paperback – April 6, 2012",$8.90 ,Books > Christian Books & Bibles > Literature & Fiction,Rachel Hauck,1595549633,343 pages,"Thomas Nelson Publishing; 1st edition (April 6, 2012)",English,5.5 x 0.9 x 8.4 inches,12.8 ounces,4.3 out of 5 stars
"Judah's Wife: A Novel of the Maccabees (The Silent Years) Paperback – January 2, 2018",$10.99 ,Books > Christian Books & Bibles > Literature & Fiction,Angela Hunt,764219332,384 pages,"Bethany House Publishers (January 2, 2018)",English,5.5 x 1 x 8.4 inches,12.3 ounces,4.3 out of 5 stars
"Misadventures of the First Daughter (Misadventures Series) Hardcover – October 30, 2017",$9.33 ,Books > Literature & Fiction > United States,Meredith WildMia Michelle,1943893454,280 pages,"Waterhouse Press (October 30, 2017)",English,6.2 x 1 x 8.8 inches,11.7 ounces,4.6 out of 5 stars
"The Secret Pond Paperback – November 21, 2017",$12.16 ,Books > Gay & Lesbian > Literature & Fiction,Gerri Hill,1594935637,308 pages,"Bella Books (November 21, 2017)",English,5.5 x 0.8 x 8.5 inches,12.6 ounces,4.7 out of 5 stars
"All the Rivers: A Novel Hardcover – April 25, 2017",$18.36 ,Books > Literature & Fiction > Women's Fiction,Dorit RabinyanJessica Cohen,375508295,288 pages,"Random House (April 25, 2017)",English,6.4 x 1 x 9.5 inches,1 pounds,4.1 out of 5 stars
"Reckless Paperback – February 7, 2018",$13.49 ,Books > Romance > Contemporary,Lex Martin,099751390X,406 pages,"Lex Martin (February 7, 2018)",English,5.2 x 0.9 x 8 inches,1.2 pounds,4.7 out of 5 stars
"A Season to Celebrate Mass Market Paperback – October 30, 2018",$7.99 ,Books > Literature & Fiction > Short Stories & Anthologies,Fern Michaels,1420135740,304 pages,"Zebra (October 30, 2018)",English,,6.1 ounces,
"The Break Paperback – International Edition, October 24, 2017",$22.96 ,Books > Humor & Entertainment > Humor,Marian Keyes,718179730,400 pages,"Michael Joseph (October 24, 2017)",English,6 x 1.6 x 9.2 inches,1.5 pounds,4.1 out of 5 stars
"Just Friends Paperback – March 11, 2016",$11.16 ,Books > Romance > Contemporary,Billy Taylor,1530511518,294 pages,"CreateSpace Independent Publishing Platform (March 11, 2016)",English,5 x 0.7 x 8 inches,11.4 ounces,4.4 out of 5 stars
"Until We Find Home Paperback – January 9, 2018",$11.94 ,Books > Christian Books & Bibles > Literature & Fiction,Cathy Gohlke,1496410963,432 pages,"Tyndale House Publishers, Inc. (January 9, 2018)",English,5.4 x 1.1 x 8.2 inches,1 pounds,4.5 out of 5 stars
"Eight Simple Rules for Dating a Dragon: A Novel of the Embraced Mass Market Paperback – March 27, 2018",$7.99 ,Books > Science Fiction & Fantasy > Fantasy,Kerrelyn Sparks,125010825X,448 pages,"St. Martin's Paperbacks (March 27, 2018)",English,4.1 x 1 x 6.8 inches,7.5 ounces,
"Devil in Spring: The Ravenels, Book 3 Mass Market Paperback – February 21, 2017",$5.75 ,Books > Romance > Historical,Lisa Kleypas,62371878,384 pages,"Avon (February 21, 2017)",English,4.2 x 1 x 6.8 inches,8.5 ounces,4.3 out of 5 stars
"All That Glitters Mass Market Paperback – January 30, 2018",$5.98 ,Books > Romance > Contemporary,Diana Palmer,1335018093,384 pages,"HQN; Reissue edition (January 30, 2018)",English,4.1 x 1 x 6.6 inches,6.4 ounces,3.7 out of 5 stars
"Guilty Pleasures (Anita Blake, Vampire Hunter: Book 1) Mass Market Paperback – September 24, 2002",$7.19 ,Books > Literature & Fiction > Genre Fiction,Laurell K. Hamilton,051513449X,272 pages,"Berkley (September 24, 2002)",English,4.2 x 1 x 6.8 inches,6.4 ounces,4.3 out of 5 stars
"Once in Every Life Mass Market Paperback – December 23, 1992",$7.97 ,Books > Romance > Contemporary,Kristin Hannah,449148386,416 pages,"Ballantine Books (December 23, 1992)",English,4.2 x 0.9 x 6.9 inches,7.2 ounces,4.2 out of 5 stars
"Just for Show Paperback – February 21, 2018",$17.99 ,Books > Gay & Lesbian > Literature & Fiction,Jae,3955339807,312 pages,"Ylva Publishing; 1 edition (February 21, 2018)",English,6 x 0.8 x 9 inches,1.2 pounds,4.6 out of 5 stars
"Sister Sister: A gripping psychological thriller Paperback – May 23, 2017",$8.85 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Sue Fortin,8238073,384 pages,"HarperImpulse (May 23, 2017)",English,5.2 x 0.6 x 7.8 inches,8.8 ounces,4.2 out of 5 stars
"Sunstone Volume 1 (Sunstone Tp) Paperback – January 6, 2015",$10.54 ,Books > Gay & Lesbian > Literature & Fiction,Stjepan Sejic,1632152126,128 pages,"Image Comics (January 6, 2015)",English,6.5 x 0.4 x 10.1 inches,10.6 ounces,4.9 out of 5 stars
"The View from Rainshadow Bay (A Lavender Tides Novel) Paperback – January 23, 2018",$10.87 ,Books > Christian Books & Bibles > Literature & Fiction,Colleen Coble,718085760,336 pages,"Thomas Nelson (January 23, 2018)",English,5.5 x 0.9 x 8.4 inches,10.9 ounces,4.5 out of 5 stars
"Out of the Ashes (The Heart of Alaska) Paperback – January 2, 2018",$10.99 ,Books > Christian Books & Bibles > Literature & Fiction,Kimberley Woodhouse,764219243,336 pages,"Bethany House Publishers; 383360 ed. edition (January 2, 2018)",English,5.6 x 0.8 x 8.4 inches,10.7 ounces,4.5 out of 5 stars
"Misadventures of a Virgin (Misadventures Series) Hardcover – December 5, 2017",$9.33 ,Books > Literature & Fiction > United States,Meredith Wild,1947222422,188 pages,"Waterhouse Press (December 5, 2017)",English,5.9 x 0.8 x 7.9 inches,11.7 ounces,4.5 out of 5 stars
"Redeeming Love Paperback – May 9, 2005",$12.67 ,Books > Christian Books & Bibles > Literature & Fiction,Francine Rivers,1590525132,479 pages,"Multnomah; Paperback with Study Guide edition (May 9, 1997)",English,6 x 1.2 x 9 inches,1.2 pounds,4.8 out of 5 stars
"A Place at Our Table (An Amish Homestead Novel) Paperback – November 14, 2017",$8.79 ,Books > Christian Books & Bibles > Literature & Fiction,Amy Clipston,031034901X,336 pages,"Zondervan (November 14, 2017)",English,5.5 x 0.9 x 8.4 inches,11 ounces,4.6 out of 5 stars
"High Treason (FBI Task Force) Paperback – February 6, 2018",$10.39 ,Books > Christian Books & Bibles > Literature & Fiction,DiAnn Mills,1496410998,416 pages,"Tyndale House Publishers, Inc. (February 6, 2018)",English,5.4 x 1.1 x 8 inches,11.5 ounces,4.5 out of 5 stars
"Recovered Paperback – March 27, 2018",$13.08 ,Books > Romance > Contemporary,Jay Crownover,692070796,286 pages,"Jennifer Voorhees/Jay Crownover LLC (March 27, 2018)",English,5.5 x 0.6 x 8.5 inches,11.8 ounces,
"Message in a Bottle Mass Market Paperback – June 28, 2016",$7.19 ,Books > Literature & Fiction > Classics,Nicholas Sparks,1455569089,400 pages,"Grand Central Publishing (June 28, 2016)",English,4.1 x 1.1 x 6.8 inches,6.4 ounces,4.4 out of 5 stars
"Second Chance Girl: A Modern Fairy Tale Romance (Happily Inc) Mass Market Paperback – September 26, 2017",$6.29 ,Books > Literature & Fiction > Genre Fiction,Susan Mallery,373799357,384 pages,"HQN (September 26, 2017)",English,4.2 x 1 x 6.6 inches,6.4 ounces,4.6 out of 5 stars
"Sweet Cowboy Kisses (Sugar Coated Cowboys) (Volume 2) Paperback – August 11, 2017",$11.99 ,Books > Romance > Western,Stephanie Berget,1546790314,144 pages,"CreateSpace Independent Publishing Platform (August 11, 2017)",English,5 x 0.4 x 8 inches,7.5 ounces,5.0 out of 5 stars
"The Sagas of Icelanders: (Penguin Classics Deluxe Edition) Paperback – Deckle Edge, March 1, 2001",$17.41 ,Books > Literature & Fiction > Poetry,Jane Smiley,141000031,782 pages,"Penguin Classics; 59821st edition (March 1, 2001)",English,5.7 x 2.2 x 8.3 inches,2.2 pounds,4.3 out of 5 stars
"Wet (Honor Bound) Paperback – February 20, 2018",$13.25 ,Books > Literature & Fiction > Erotica,Angel Payne,1947222260,372 pages,"Waterhouse Press (February 18, 2018)",English,5 x 1 x 8 inches,12.8 ounces,4.9 out of 5 stars
"Buttons and Grace (Volume 6) Paperback – December 18, 2017",$12.99 ,Books > Romance > Romantic Suspense,Penelope Sky,1548373664,318 pages,"CreateSpace Independent Publishing Platform (December 18, 2017)",English,5.2 x 0.7 x 8 inches,15.4 ounces,4.9 out of 5 stars
"The Kommandant's Girl Paperback – September 27, 2016",$10.87 ,Books > Literature & Fiction > Genre Fiction,Pam Jenoff,778320588,384 pages,"MIRA (September 27, 2016)",English,5.3 x 0.9 x 8 inches,11.2 ounces,4.5 out of 5 stars
"A Nantucket Wedding: A Novel Hardcover – April 3, 2018",$21.99 ,Books > Literature & Fiction > Genre Fiction,Nancy Thayer,1101967102,320 pages,"Ballantine Books (April 3, 2018)",English,6.5 x 1 x 9.6 inches,1.2 pounds,
"The Apartment: A Novel Mass Market Paperback – January 17, 2017",$6.74 ,Books > Literature & Fiction > Genre Fiction,Danielle Steel,425285421,432 pages,"Dell (January 17, 2017)",English,4.2 x 1.1 x 6.9 inches,7.2 ounces,4.5 out of 5 stars
"The Innkeeper's Daughter Paperback – February 9, 2018",$12.61 ,Books > Christian Books & Bibles > Literature & Fiction,Michelle Griep,1683224353,320 pages,"Shiloh Run Press (March 1, 2018)",English,5.5 x 0.8 x 8.4 inches,1.4 pounds,4.5 out of 5 stars
"3: Calendar Girl: Volume Three Paperback – January 26, 2016",$9.98 ,Books > Literature & Fiction > Women's Fiction,Audrey Carlan,1943893055,398 pages,"Waterhouse Press (January 26, 2016)",English,5 x 1 x 8 inches,12.6 ounces,4.7 out of 5 stars
"Jane Eyre Paperback – November 24, 2017",$8.58 ,Books > Literature & Fiction > Genre Fiction,Charlotte Bronte,1503278190,290 pages,"CreateSpace Independent Publishing Platform (November 24, 2017)",English,6.7 x 0.7 x 9.6 inches,1.3 pounds,4.4 out of 5 stars
"The Other Miss Bridgerton (Bridgertons) Mass Market Paperback – July 24, 2018",$7.99 ,Books > Literature & Fiction > United States,Julia Quinn,62388207,384 pages,"Avon (July 24, 2018)",English,4.2 x 1 x 6.6 inches,10.4 ounces,
"The Longest Ride Mass Market Paperback – September 30, 2014",$6.79 ,Books > Literature & Fiction > Women's Fiction,Nicholas Sparks,1455520632,496 pages,"Grand Central Publishing; Reprint edition (September 30, 2014)",English,4.2 x 1 x 6.8 inches,9.9 ounces,4.6 out of 5 stars
"Wherever You Are (A KGI Novel) Mass Market Paperback – November 6, 2018",$5.97 ,Books > Literature & Fiction > United States,Maya Banks,425277011,384 pages,"Berkley (November 6, 2018)",English,4.2 x 1 x 6.8 inches,6.7 ounces,
"A Match Made in Bed: A Spinster Heiresses Novel (The Spinster Heiresses) Mass Market Paperback – April 17, 2018",$6.47 ,Books > Literature & Fiction > United States,Cathy Maxwell,62655760,384 pages,"Avon (April 17, 2018)",English,4.2 x 1 x 6.6 inches,6.4 ounces,
"Dark at the Crossing Paperback – November 21, 2017",$11.26 ,Books > Literature & Fiction > Genre Fiction,Elliot Ackerman,110197155X,256 pages,"Vintage; Reprint edition (November 21, 2017)",English,5.2 x 0.8 x 8 inches,9.3 ounces,3.9 out of 5 stars
"Home with You (The Bradshaws) Mass Market Paperback – February 27, 2018",$5.98 ,Books > Literature & Fiction > Genre Fiction,Shirlee McCoy,1420145223,320 pages,"Zebra (February 27, 2018)",English,4.1 x 0.9 x 6.8 inches,4 ounces,4.6 out of 5 stars
"Hopeless Paperback – May 7, 2013",$11.72 ,Books > Literature & Fiction > Erotica,Colleen Hoover,147674355X,416 pages,"Atria Books; Original edition (May 7, 2013)",English,5.3 x 1.3 x 8.2 inches,7.2 ounces,4.6 out of 5 stars
"A Devil in Scotland: A No Ordinary Hero Novel Mass Market Paperback – January 30, 2018",$7.99 ,Books > Romance > Historical,Suzanne Enoch,125009545X,320 pages,"St. Martin's Paperbacks (January 30, 2018)",English,4.4 x 0.9 x 7.2 inches,5.6 ounces,4.4 out of 5 stars
"First Time Lucky Paperback – March 3, 2018",$11.65 ,Books > Literature & Fiction > Women's Fiction,Chance Carter,1773820141,254 pages,"Chance Carter Diamond Group (March 3, 2018)",English,5 x 0.6 x 8 inches,12.2 ounces,4.8 out of 5 stars
"Silver Borne (Mercy Thompson, Book 5) Mass Market Paperback – January 25, 2011",$7.99 ,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,044101996X,304 pages,"Ace; Reprint edition (January 25, 2011)",English,4.2 x 0.8 x 6.7 inches,4.2 ounces,4.8 out of 5 stars
"Sweet Thursday (Penguin Classics) Paperback – July 29, 2008",$13.80 ,Books > Romance > Historical,John Steinbeck,143039474,288 pages,"Penguin Classics; Revised edition (July 29, 2008)",English,5.1 x 0.5 x 7.8 inches,8 ounces,4.6 out of 5 stars
"Rose Harbor in Bloom: A Novel Mass Market Paperback – July 15, 2014",$6.91 ,Books > Literature & Fiction > Genre Fiction,Debbie Macomber,034553526X,400 pages,"Ballantine Books (July 15, 2014)",English,4.1 x 1.1 x 6.9 inches,7 ounces,4.7 out of 5 stars
