Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
Awkward,$19.55 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Svetlana Chmakova,6381321,224,Yen PressJY,English,8.50 x 6.00 x 1.00 Inches (US),,
Marvel Universe Avengers Ultron Revolution 3,$9.40 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,"Caramagna, Joe",1302902571,96,Marvel,English,,,
El Deafo,$7.65 ,Books > Summer Reading Books > Chapter Books,Cece Bell,9712174,248,Harry N. Abrams,English,,,
Dragonbreath #3 : Curse of the Were-wiener,$10.94 ,"Books > Children's & Kids' Books > Children's Animal Books > Dragons, Unicorns & Mythical Creatures","Vernon, Ursula",3734695,208,Penguin Group USA,English,5.75 x 7.25 x 0.75 Inches,,5
The Ugly Truth,$19.94 ,Books > Children's & Kids' Books > Children's Humor Books,"Kinney, Jeff",049873X,229,Thorndike Pr,English,9.00 x 6.00 x 0.50 Inches,,
Dantdm: Trayaurus and the Enchanted Crystal,$13.47 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Dantdm,257432X,192,Harper Collins,English,9.50 x 7.50 x 1.50 Inches,,4.375
The Loud House 2,$12.09 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Chris Savino,1629918253,64,Papercutz,English,9.00 x 6.00 x 13.34 Inches (US),,
BIG NATE: A CARTOON COLLECTION: FROM THE TOP,$6.93 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"PEIRCE, LINCOLN",9402328,224,Andrews McMeel Publishing,English,,,5
Marvel Black Panther,$4.74 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,R. R. Busse,316413151,32,"Little, Brown Books for Young ReadersLB Kids",English,,,
Regular Show 8,$12.88 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Mad Rupert,8869609,144,KaBOOM!BOOM! Studios,,258.76 x 6.62 x 0.20 Millimeters,,
Bone 10,$8.18 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Smith, Jeff",5135438,138,Scholastic,English,9.25 x 6.25 x 0.75 Inches,,
Fort Solitude,$11.37 ,Books > Children's & Kids' Books > Children's Action & Adventure,"Fridolfs, Derek",5876849,175,Scholastic,English,8.25 x 5.50 x 0.50 Inches,,
Geronimo Stilton 5: The Great Ice Age,$9.73 ,Books > Children's & Kids' Books > Children's Humor Books,Geronimo Stilton,7072024,56,Papercutz,English,238.25 x 6.77 x 0.39 Inches,,
Bart Simpson to the Rescue!,$14.48 ,Books > Comic Books & Graphic Novels > Media Tie-ins,"Groening, Matt",2301834,128,Harper Design Intl,English,6.75 x 10.25 x 0.25 Inches,,
Poptropica 1,$10.12 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Jack Chabert,9720672,105,Harry N. Abrams,English,,,
Barbie Starlight Adventure 1: The Secret of the Gems,$9.48 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Tini HowardThe Mattel Brands,991611X,64,Papercutz,English,9.36 x 6.29 x 11.68 Inches (US),,
The Last Kids on Earth and the Zombie Parade,$11.75 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Max Brallier,16623,304,Viking Books for Young ReadersPenguin Young Readers Group,English,8.50 x 5.75 x 1.13 Inches (US),,4.5
Las aventuras de Katana en Super Hero High / Katana at Super Hero High,$11.94 ,Books > Children's Books > Media Tie-Ins,"Yee, Lisa",6073156626,219,Penguin Random House Grupo USA,Spanish,8.25 x 5.50 x 0.50 Inches,,
Treasure Island : The Graphic Novel,$7.23 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Robert Louis Stevenson,2404706,176,Puffin BooksPenguin Young Readers Group,English,,,
Easter Eggscapade,$8.76 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,Henri Meunier,1328766799,32,Houghton Mifflin HarcourtHMH Books for Young Readers,English,228.60 x 6.75 x 0.32 Millimeters,,
Smurfs 20: Doctor Smurf,$5.98 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Peyo,9914332,48,Papercutz,,6.50 x 9.25 x 0.25 Inches,,
The Battle for the Dragon's Temple,$9.06 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Cara J. Stevens,717986,192,Skyhorse Pub,English,9.00 x 6.00 x 0.50 Inches,,
The Mighty Thor,$4.99 ,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Golden Books Publishing CompanyWrecks, Billy",793051X,24,Random House Childrens Books,English,6.50 x 8.00 x 0.25 Inches,,
Kingdom Hearts Three Five Eight Days Over 2 5,$11.49 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Manga,"Amano, Shiro",6336263,240,Yen Press,English,,,
Goosebumps Graphix,$8.84 ,Books > Children's & Kids' Books > Children's Horror & Ghost Stories,"Naifeh, TedRoman, DaveStine, R. L.Hernandez, GabrielTolagson, Jamie",054583595X,171,Scholastic Paperbacks,English,9.00 x 6.00 x 0.75 Inches,,
Science Comics Volcanoes,$11.55 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Science & Nature,Jon Chad,6723602,128,First Second,English,213.36 x 5.92 x 7.49 Millimeters,,
Dreamworks How to Train Your Dragon Cinestory Comic,$8.86 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Dreamworks,1772754552,384,Joe Books LTD,English,5.25 x 8.00 x 8.00 Inches,,
SNOOPY: WHATS WRONG WITHDOG LIPS?: A PEANUTS COLL,$5.80 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"SCHULZ, CHARLES M.",1449485391,176,Andrews McMeel Pub,English,8.75 x 5.75 x 0.50 Inches,,
Kingdom Hearts 358/2 Days 1,$11.71 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,"Amano, Shiro",6401185,192,Yen Press,English,,,4
Marvel Universe Deadpool & Wolverine,$9.71 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Caramagna, JoeTobin, PaulVan Lente, Fred",290024X,96,Marvel,,,,
Pokemon Adventures Ruby & Sapphire Box Set: Includes Volumes 15-22,$39.64 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 6471 >  > in > Books > # > 554 >  > in > Books > Literature & Fiction > # > 90 >  > in > Books > Literature & Fiction > Comics & Graphic Novels,Hidenori Kusaka,157776X,1576,VIZ MediaVIZ Media - Children's,English,7.62 x 128.59 x 127.00 Inches (US),,
DC Super Friends,$8.98 ,Books > Children's & Kids' Books > Children's Activity Books,"DC Comics, Inc.",430397X,16,Farrar Straus &amp; Giroux,English,8.50 x 9.50 x 1.00 Inches,,
"Big Nate Puzzlemania: Super Scribbles, Goofy Games, and Tons of Fun",$4.59 ,Books > Children's & Kids' Books > Children's Humor Books,"Peirce, Lincoln",2349242,209,Harpercollins Childrens Books,,5.75 x 8.50 x 0.75 Inches,,
"The Kane Chronicles, Book One the Red Pyramid: The Graphic Novel",$9.72 ,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books",Rick Riordan,3150695,192,Disney-Hyperion,English,,,5
Babymouse 14: Mad Scientist,$6.99 ,Books > Children's Books > Humor,"Holm, MattHolm, Jennifer L.",5865748,91,Random House Childrens Books,English,5.75 x 7.50 x 0.50 Inches,,
BIG FREEZE LGB,$4.99 ,Books > Children's Books > Media Tie-Ins,MARVEL,797656X,24,Random House Childrens Books,English,6.75 x 8.00 x 0.25 Inches,,
Bone 2,$8.18 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Smith, Jeff",9706396,132,Scholastic,English,8.75 x 6.00 x 0.50 Inches,,
Gargamel and the Smurfs: Four Full-color Smurfs Stories,$5.95 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"GosDelporte, YvanPeyo",7072899,55,Papercutz,English,6.25 x 9.25 x 0.25 Inches,,
Steven Universe 1,$12.63 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Jeremy Sorese,8867067,128,KaBOOM!BOOM! Studios,English,258.76 x 6.62 x 7.62 Millimeters,,
Sanjay & Craig 1: Fight the Future With Flavor!,$7.99 ,Books > Children's Books > Media Tie-Ins,"Kaminski, JamesSpina, SamEsquivel, Eric",991302X,56,Papercutz,English,6.00 x 9.00 x 0.20 Inches,,
Spider-man Love Bug,$6.48 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,"Macri, Thomas",148473128X,24,Marvel Press,English,,,
Dragons Riders of Berk 5,$6.99 ,"Books > Children's & Kids' Books > Children's Animal Books > Dragons, Unicorns & Mythical Creatures","Furman, Simon",2760808,64,Random House Inc,English,11.00 x 8.00 x 0.25 Inches,,
"Stickman Odyssey, Book 2 : The Wrath of Zozimos",$10.75 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Christopher Ford,9254278,224,Philomel BooksPenguin Young Readers Group,English,,,
Hotel Transylvania 2,$6.11 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Stefan Petrucha,1629918547,64,Papercutz,English,9.00 x 6.00 x 8.00 Inches (US),,
Las aventuras de Wonder Woman en Super Hero High / Wonder Woman at Super Hero High,$11.94 ,Books > Children's & Kids' Books > Media Tie-Ins,"Yee, Lisa",6073149158,251,Penguin Random House Grupo USA,Spanish,8.25 x 5.25 x 0.50 Inches,,
MY LITTLE PONY: MOVIE ADAPTATION,$7.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"MCCARTHY, MEGHAN",1684051169,148,Random House Distribution childrens,English,7.00 x 5.00 x 0.25 Inches,,
Archie,$9.91 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Parent, Dan",697533X,104,Random House Inc,English,10.50 x 6.75 x 0.50 Inches,,
Dork Diaries,$29.05 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Rachel Rene Russell,1477443,992,Aladdin,English,203.20 x 139.70 x 83.82 Millimeters,,
The Baby-Sitters Club 4,$18.36 ,Books > Children's & Kids' Books > Social Themes > Friendship,"Martin, Ann M.",5886239,161,Scholastic,English,8.25 x 6.00 x 1.00 Inches,,
Lunch Lady 5: Lunch Lady and the Bake Sale Bandit,$6.99 ,Books > Children's & Kids' Books > Children's Humor Books,"Krosoczka, Jarrett J.",586729X,96,Random House Childrens Books,English,5.75 x 7.00 x 0.50 Inches,,
Adventure Time Sugary Shorts 4,$15.81 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Humorous,"Ellis, SaraTierney, JoshEllis, SamLeyh, Kat",1684151228,144,KaBOOM!BOOM! Studios,English,258.76 x 6.62 x 0.30 Millimeters,,
Big Nate Great Minds Think Alike,$9.20 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Peirce, Lincoln",9436357,223,Andrews McMeel Pub,English,9.00 x 6.25 x 0.50 Inches,,
Mala suerte/ Hard Luck,$13.65 ,Books > Children's & Kids' Books > Children's Humor Books,"Kinney, Jeff",3032962,217,Lectorum Pubns,Spanish,8.50 x 5.75 x 1.00 Inches,,
The Underground Abductor,$8.89 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Historical > Best seller ranking: > # > 33619 >  > in > Books > # > 652 >  > in > Books > General,Nathan Hale,9715369,125,Harry N. Abrams,English,,,
DC Super Hero Girls: Past Times at Super Hero High,$9.28 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,Shea Fontana,1401273831,132,D C Comics,English,9.00 x 6.00 x 0.50 Inches,,
The Baby-Sitters Club 3,$17.49 ,Books > Children's & Kids' Books > Children's Books with Social Themes > Friendship,"Martin, Ann M.",5886176,154,Scholastic,English,8.00 x 5.75 x 0.75 Inches,,
Kingdom Hearts 358/2 Days 3,$12.14 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,"Amano, Shiro",031640120X,192,Yen Press,English,,,
The Illustrated Fairy Tale Princess Collection,$9.98 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,Shiei,6924882,400,Seven Seas,,209.80 x 5.89 x 31.50 Millimeters,,
Dream Jumper 2,$15.29 ,Books > Children's Books > Action & Adventure,"Grunberg, Greg",545826071,216,Scholastic,English,9.25 x 6.25 x 0.75 Inches,,
Geronimo Stilton 13: The Fastest Train in the West,$7.98 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Stilton, Geronimo",7074482,54,Papercutz,English,6.50 x 9.00 x 0.25 Inches,,
Real Friends,$16.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Shannon Hale,6724166,224,First Second,English,209.80 x 5.79 x 19.68 Millimeters,,
Phoebe and her Unicorn 7,$7.40 ,"Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fairy Tales, Folklore, Legends & Mythology","Simpson, Dana",1449489664,174,Andrews McMeel Pub,English,9.00 x 6.00 x 0.50 Inches,,
Amulet 7,$8.68 ,Books > Children's & Kids' Books > Children's Action & Adventure Books > Best seller ranking: > # > 2792 >  > in > Books > # > 126 >  > in > Books > ARCHIVE > # > 36 >  > in > Books > ARCHIVE > Children's Books,"Kibuishi, Kazu",5433169,197,Scholastic,English,9.00 x 6.00 x 0.25 Inches,,
Big Nate: A Good Old-Fashioned Wedgie,$6.80 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Lincoln Peirce,1449462308,176,Andrews McMeel Publishing,English,228.60 x 6.00 x 12.70 Millimeters,,
Betty and Veronica in Bad Boy Trouble 1,$5.99 ,Books > Children's & Kids' Books > Children's Humor Books,Not Available,187979425X,111,Random House Inc,English,4.75 x 7.25 x 0.25 Inches,,
We Meet Again,$7.99 ,Books > Children's & Kids' Books > Children's Animal Books > Bears,"Pastis, Stephan",3691065,288,Candlewick Press,,,,
A Wrinkle in Time: The Graphic Novel,$19.48 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Science Fiction,Madeleine L'Engle,4386155,392,"Farrar, Straus and Giroux (BYR)",English,8.84 x 161.04 x 1.32 Inches (US),,
DC Super Friends Workbook ABC 123,$9.61 ,Books > Children's & Kids' Books > Children's Activity Books,"DC Comics, Inc.",4303990,60,Farrar Straus &amp; Giroux,English,9.00 x 11.00 x 0.50 Inches,,
DC Super Heroes: My First Book of Girl Power,$9.99 ,Books > Children's & Kids' Books > Children's Action & Adventure Books > Best seller ranking: > # > 13268 >  > in > Books > # > 207 >  > in > Books > General,Julie Merberg,1367035,20,Downtown Bookworks,English,165.10 x 203.20 x 17.78 Millimeters,,
Nimona,$10.49 ,Books > Children's & Kids' Books > Children's Humor Books,"Stevenson, Noelle",2278224,266,Harpercollins Childrens Books,English,6.00 x 9.25 x 0.75 Inches,,
DISNEY CINESTORY BOX SET?,$27.98 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,DISNEY,7955068,1536,Joe Books LTD,English,8.50 x 5.50 x 4.25 Inches (US),,
Cucumber Quest 2,$14.20 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Gigi D.G.,162672833X,240,First Second,English,8.50 x 6.00 x 0.50 Inches (US),,
When Crocs Fly,$8.70 ,Books > Children's & Kids' Books > Children's Humor Books,"Pastis, Stephan T.",9476274,173,Andrews McMeel Pub,English,9.00 x 6.00 x 0.25 Inches,,
Squish 5: Game On!,$6.99 ,Books > Children's & Kids' Books > Children's Humor Books,"Holm, MatthewHolm, Jennifer L.",7982992,91,Random House Childrens Books,English,5.50 x 7.00 x 0.25 Inches,,
Babymouse 17: Extreme Babymouse,$6.99 ,Books > Children's & Kids' Books > Children's Humor Books,"Holm, MattHolm, Jennifer L.",7931602,91,Random House Childrens Books,English,5.75 x 7.50 x 0.50 Inches,,
Creepy Creatures,$9.08 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Stine, R. L.",9841254,144,Scholastic,English,9.00 x 6.00 x 0.50 Inches,,
Hero Cats 2,$10.68 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,"Puttkammer, Kyle",1632292718,96,Diamond Comic Distributors,English,10.00 x 6.50 x 0.25 Inches,,
Big Nate Triple Play: Big Nate in a Class by Himself/Big Nate Strikes Again/Big Nate on a Roll,$10.34 ,Books > Children's Books > Humor > Best seller ranking: > # > 1009 >  > in > Books > # > 522 >  > in > Books > Children's Books > # > 75 >  > in > Books > Children's Books > Literature & Fiction,Lincoln Peirce,006228360X,0,Harper Collins,English,5.75 x 8.50 x 2.00 Inches,,5
Winx Club 4: Dragon's Flame,$8.18 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Viz Media,1541623,96,VIZ MediaVIZ Media - Children's,English,8.25 x 5.75 x 0.40 Inches (US),,
"SON OF NEPTUNE, THE",$8.98 ,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books",Robert VendittiRick Riordan,472303X,192,Disney-Hyperion,English,,,
Regal Academy 2,$12.61 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Luana Vergari,1629918865,96,Papercutz,English,9.00 x 6.00 x 0.50 Inches (US),,
Disney Frozen Comics Collection: Hearts Full of Sunshine,$10.99 ,Books > Children's & Kids' Books > Media Tie-Ins,Disney,177275465X,96,Joe Books LTD,,,,
Nathan Hale's Hazardous Tales,$8.89 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Historical,Nathan Hale,9703950,128,Harry N. Abrams,English,,,
Dork Diaries 1-11 Plus 3 1/2,$98.87 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Rachel Rene Russell,4400347,4016,Aladdin,English,203.20 x 139.70 x 152.40 Millimeters,,
Disney Pixar Cars 3,$8.76 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney Pixar Animators,2755033,64,Joe Books LTD,English,,,
Batman: Fright Club,$3.22 ,Books > Children's Books > Action & Adventure,"Robert, JeremySazaklis, JohnSmith, Andy",1885341,24,Harpercollins Childrens Books,English,8.00 x 8.00 x 0.25 Inches,,
Pokemon Adventures 7: Diamond and Pearl Platinum,$9.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,1542475,192,VIZ MediaVIZ Media - Children's,Japanese,190.50 x 127.00 x 17.78 Millimeters,,
Disney Big Hero 6 the Series Cinestory Comic,$9.40 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Disney,1772754986,208,Joe Books LTD,English,,,
The Smurfette,$5.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Delporte, YvanPeyo",707236X,64,Papercutz,English,6.75 x 9.25 x 0.25 Inches,,
Classics Illustrated 20: Great Expectations,$11.25 ,Books > Children's & Kids' Books > Children's Classics,"Kiefer, Henry C.Dickens, Charles",6814432,48,Casemate Pub &amp; Book Dist Llc,,6.50 x 9.50 x 0.25 Inches,,
Moomin: The Deluxe Anniversary Edition,$41.74 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Tove Jansson,177046171X,448,Drawn and QuarterlyDrawn &amp; Quarterly Publications,English,322.07 x 226.06 x 55.24 Millimeters,,
Pokemon Diamond and Pearl Adventure! 1,$7.78 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Shigekatsu Ihara,1522862,208,VIZ MediaVIZ Media - Children's,English,190.50 x 127.00 x 17.78 Millimeters,,5
Sanitized for Your Protection,$12.27 ,Books > Children's Books > Humor,"Pastis, Stephan",3680928,278,Candlewick Pr,English,8.25 x 5.50 x 0.80 Inches,,
Babymouse 2: Our Hero,$6.99 ,Books > Children's & Kids' Books > Children's School & Education Books,"Holm, MatthewHolm, Jennifer L.",5832309,96,Random House Children's Books,English,,,
DC Super-Pets Character Encyclopedia,$18.25 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Kortae, StevenKorte, SteveLemke, Donald",9520307,128,Capstone/Picture Window Books Books,English,8.70 x 0.50 x 11.10 Inches,,
Path of the Jedi: A Star Wars Rebels Cinestory Comic,$12.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney,1772755044,384,Joe Books LTD,English,9.00 x 6.00 x 1.00 Inches (US),,
Catstronauts: Mission Moon,$7.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Drew Brockington,6307452,160,"Little, Brown Books for Young Readers",English,,,
Spider-Man Presents the Marvel Joke Book,$5.64 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,Brandon T. Snider,8000668,128,Marvel Press,,,,
"Trolls Graphic Novels #3 ""Party with the Bergens""",$7.48 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Dave Scheidt,162991794X,64,Papercutz,,230.38 x 153.92 x 0.20 Millimeters,,
Phoebe and Her Unicorn 2,$8.98 ,"Books > Children's Books > Animals > Dragons, Unicorns & Mythical Creatures","Simpson, Dana",9483496,222,Andrews McMeel Pub,English,9.00 x 6.00 x 0.75 Inches,,
Meanwhile,$10.58 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Jason Shiga,984239,80,Harry N. Abrams,English,,,5
Spider-man Down to a Science!,$5.78 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,"West, Alexandra",1368008593,32,Marvel Press,English,,,
Curse of the Harvester,$8.33 ,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Grunberg, Greg",054582608X,224,Scholastic Paperbacks,English,6.00 x 9.00 x 8.00 Inches,,
Courtney Crumrin 1,$7.41 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,Ted Naifeh,104190,136,Oni Press,English,228.60 x 6.00 x 0.25 Millimeters,,
Road Tripping,$4.99 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,Jonathan Evans,316557765,32,"Little, Brown Books for Young ReadersLB Kids",English,,,
Snoopy to the Rescue: A Peanuts Collection,$9.40 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Charles M. Schulz,9482068,176,Andrews McMeel Publishing,,228.60 x 6.00 x 12.70 Millimeters,,
Bone 4,$9.00 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Smith, Jeff",9706375,168,Scholastic,English,9.00 x 6.00 x 0.50 Inches,,
Prince of the Elves,$8.52 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Kazu Kibuishi,5208893,187,Graphix,English,9.25 x 6.25 x 0.25 Inches,,4.3333
Pokemon Adventures Diamond and Pearl Platinum,$58.88 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 5210 >  > in > Books > # > 432 >  > in > Books > Literature & Fiction > # > 68 >  > in > Books > Literature & Fiction > Comics & Graphic Novels,Hidenori Kusaka,1421577771,2304,VIZ MediaVIZ Media - Children's,English,190.50 x 128.59 x 129.54 Millimeters,,
EVER AFTER HIGH: CLASS OF CLASSICS: AN ORIGINAL GR,$9.40 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Leigh Dragoon,6337419,112,"Little, Brown Books for Young Readers",English,,,
Courtney Crumrin 6,$16.62 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,Ted Naifeh,100180,152,Oni Press,English,228.60 x 6.00 x 1.00 Millimeters,,
My First Graphic Novel: the Kickball Kids,$6.25 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Meister, CariOlson, Julie",421410X,25,Capstone Pr Inc,English,5.75 x 8.25 x 0.25 Inches,,
Smurfs: The Village Behind the Wall,$7.48 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Peyo,9917820,64,Papercutz,,201.42 x 5.14 x 7.75 Millimeters,,
Yo-Kai Watch 4,$9.54 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 15246 >  > in > Books > # > 777 >  > in > Books > ARCHIVE > # > 194 >  > in > Books > ARCHIVE > Books Misc,Noriyuki Konishi,1582743,192,VIZ MediaVIZ Media - Children's,,190.50 x 127.00 x 15.24 Millimeters,,
Race to Mars,$8.12 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Drew Brockington,630750X,184,"Little, Brown Books for Young Readers",English,,,
Legends of Zita the Spacegirl,$16.82 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Science Fiction,Ben Hatke,6438063,224,First Second,English,8.73 x 5.99 x 0.72 Inches (US),,
Wings of Fire 1,$19.69 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Sutherland, Tui",545942160,210,Scholastic,English,9.25 x 6.25 x 0.75 Inches,,
Smurfs 7: The Astrosmurf,$9.60 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Peyo,1597072516,55,Papercutz,English,7.00 x 9.25 x 0.50 Inches,,
"Marvel Little Golden Book Favorites: The Amazing Spider-man, the Mighty Avengers, the Invincible Iron Man",$4.26 ,Seasonal > Avengers > Avengers - Shop all,"Berrios, FrankCagol, AndreaLegramandi, Francesco",030797653X,80,Random House Childrens Books,English,6.75 x 8.25 x 0.50 Inches,,
Narwhal: Unicorn of the Sea (a Narwhal and Jelly Book #1),$7.99 ,Books > Summer Reading Books > Chapter Books,Ben Clanton,1918717,64,Tundra Books Inc,English,8.50 x 6.00 x 0.50 Inches,,
Grumpy Cat (and Pokey!),$11.33 ,Books > Children's & Kids' Books > Media Tie-Ins,"Mccool, BenFisher, Ben/Serrano, Elliott",4100048,104,Diamond Comic Distributors,,6.50 x 9.25 x 0.50 Inches,,
Dragonbreath #1,$6.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Ursula Vernon,2420953,160,Puffin BooksPenguin Young Readers Group,English,,,
Harley Quinn,$5.39 ,Books > Children's Books > Media Tie-Ins,"Marsham, Liz",133803071X,127,Scholastic Paperbacks,English,7.50 x 5.00 x 0.20 Inches,,
Disney Beauty and the Beast Cinestory Comic,$12.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney Enterprises,1772753521,352,Joe Books LTD,English,10.50 x 7.00 x 1.00 Inches (US),,
The Stonekeeper's Curse (Amulet #2),$7.53 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Kazu Kibuishi,9846839,224,Graphix,English,9.00 x 6.00 x 0.75 Inches,,
Hammy and Gerbee,$8.66 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Animals,Wong Herbert Yee,162779462X,112,Henry Holt and Co. (BYR),English,8.50 x 6.00 x 0.50 Inches (US),,
DC SUPER HERO GIRLS VOL.2,$9.94 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,"FONTANA, SHEA",126761X,0,Dc Comics,English,6.00 x 9.00 x 0.50 Inches,,
Attack of the Man-Bat!,$5.95 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,"Black, Jake",6505155,88,Stone Arch Books,,,,
Little Robot,$10.98 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Science Fiction,Ben Hatke,6720800,144,First Second,English,9.15 x 185.93 x 15.49 Inches (US),,
Kingdom Hearts 358/2 Days 4,$11.33 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Manga,"Amano, Shiro",6286768,208,Yen Press,English,,,
"Geronimo Stilton Graphic Novels #8: Play It Again, Mozart! : Play It Again, Mozart!",$9.83 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Geronimo Stilton,7072768,56,Papercutz,English,232.92 x 6.70 x 0.45 Millimeters,,
